label,packet_size,duration,protocol,network
reel,2051,6.053226604550535,TCP,good
non-reel,596,3.5967423235532126,HTTP,poor
reel,2852,18.74643701194695,TCP,medium
reel,697,20.70930812796892,QUIC,good
reel,2180,33.01319855958688,RTSP,poor
reel,2982,-2.3950794224995846,RTSP,good
reel,2593,-0.6847362923329268,TCP,medium
non-reel,588,4.934104906729796,HTTP,good
reel,3266,16.158845415710633,HTTP,unstable
non-reel,-104,4.924156409858068,TCP,medium
non-reel,1006,5.264980817765647,RTSP,unstable
non-reel,721,4.799597164620782,HTTP,unstable
non-reel,306,-0.5482398836800328,TCP,poor
reel,795,32.81237440067734,HTTP,good
non-reel,692,6.901768922334217,HTTP,unstable
reel,2933,0.6412256082056746,QUIC,medium
reel,2285,3.271148328086893,QUIC,good
non-reel,648,4.971660373049964,HTTP,poor
reel,2259,13.092794242448756,RTSP,medium
non-reel,311,3.427141799388711,UDP,poor
non-reel,6,5.112975353276929,RTSP,medium
non-reel,492,5.808710261773825,TCP,good
reel,2549,4.90617941167435,HTTP,good
non-reel,1213,5.136040233050961,UDP,poor
reel,1721,10.329071087752384,TCP,medium
reel,3575,11.110340486935444,UDP,good
reel,3577,17.83783817762623,UDP,poor
non-reel,1008,2.8738242772971203,QUIC,poor
reel,913,15.073756988362053,HTTP,unstable
non-reel,360,4.184138499667112,HTTP,good
reel,2247,31.193644482859604,UDP,poor
reel,1925,17.87663866176022,UDP,unstable
reel,1859,31.035080688092986,QUIC,poor
reel,3008,3.4388978892787936,HTTP,unstable
reel,3231,14.989005129895972,RTSP,unstable
non-reel,937,5.8284919772098025,RTSP,good
non-reel,594,6.2748423696366045,UDP,poor
non-reel,208,7.481433568281764,RTSP,poor
reel,3342,4.2282684922076506,HTTP,medium
non-reel,309,1.0663709717077383,UDP,medium
reel,-233,21.071775488530676,QUIC,unstable
reel,3219,7.674192954125189,TCP,unstable
reel,2261,18.685567785963027,QUIC,good
reel,3151,0.3577860616206383,QUIC,medium
non-reel,501,9.508903400616113,QUIC,good
reel,2803,19.006981749688563,QUIC,poor
non-reel,338,3.2592439818696475,UDP,poor
non-reel,45,3.8642603596683194,QUIC,poor
reel,2150,21.44310097596071,RTSP,unstable
non-reel,528,4.524595176395683,RTSP,unstable
non-reel,781,3.233410634201551,TCP,medium
non-reel,-9,3.2843758991528476,QUIC,unstable
reel,2145,14.561076866602871,QUIC,unstable
non-reel,-51,2.7869331086901505,UDP,unstable
non-reel,262,3.9536058620585486,TCP,good
non-reel,977,-0.9749801448928492,QUIC,poor
reel,2967,3.211272386015116,TCP,medium
reel,1652,11.713107010385446,TCP,medium
non-reel,438,2.7320935391323538,TCP,unstable
non-reel,395,3.064539468234405,RTSP,good
reel,3041,12.412645788158606,TCP,good
non-reel,1013,2.600552628953887,RTSP,medium
reel,3298,-3.777450836180776,QUIC,medium
non-reel,372,2.965083502894836,HTTP,poor
reel,3667,5.228854066941764,UDP,good
non-reel,420,4.25121606305313,HTTP,poor
non-reel,54,3.7864367935216037,TCP,good
non-reel,779,1.941109009823931,RTSP,poor
non-reel,-44,8.310372311021801,HTTP,unstable
non-reel,676,8.161348414285317,HTTP,medium
non-reel,-10,4.544912464898374,HTTP,medium
non-reel,994,4.353380462555938,TCP,poor
non-reel,-122,7.255494227019694,RTSP,unstable
non-reel,914,4.275434572949331,RTSP,good
non-reel,789,6.418348913421033,RTSP,good
non-reel,-65,2.6593136861381135,RTSP,poor
reel,2200,6.123918556341913,TCP,good
non-reel,293,5.927744516302701,UDP,medium
non-reel,777,5.203988846748663,QUIC,medium
non-reel,318,4.525231764339724,UDP,medium
non-reel,285,1.6962011586201364,TCP,poor
reel,1327,21.318890721514737,UDP,medium
reel,1983,12.827788737448053,RTSP,medium
non-reel,672,1.4129859578891533,TCP,medium
reel,2911,12.236562512149167,RTSP,unstable
reel,2220,24.758069310904276,HTTP,medium
non-reel,637,2.1430822065826236,UDP,medium
reel,3374,5.300172749399152,RTSP,poor
non-reel,604,3.9462391260964798,TCP,poor
reel,2045,-4.003036966132019,HTTP,good
non-reel,162,4.310971638826761,UDP,unstable
non-reel,440,2.629788445111423,UDP,medium
reel,2056,14.875204789741202,QUIC,good
non-reel,449,4.744542386381703,HTTP,medium
non-reel,452,2.908519327954644,UDP,medium
reel,2356,25.954896275371176,TCP,unstable
reel,1581,24.932025730084483,QUIC,unstable
reel,2573,10.102810225080416,HTTP,medium
reel,2616,6.393247216231627,HTTP,poor
reel,3041,17.33108178834773,TCP,good
non-reel,451,3.1245862722793065,UDP,unstable
non-reel,412,10.165568547812013,QUIC,unstable
non-reel,717,5.368693423596959,TCP,unstable
reel,2688,17.573416398519647,UDP,medium
reel,1750,16.93477476659112,TCP,good
reel,1810,5.59684071445416,UDP,good
