label,packet_size,duration,protocol,network,protocol_code,network_code,label_code
non-reel,1414,1755622589.892023,TCP,good,0.0,0,0
non-reel,734,1755622589.892023,TCP,good,0.0,0,0
non-reel,54,1755622589.893716,TCP,good,0.0,0,0
non-reel,54,1755622589.893716,TCP,good,0.0,0,0
non-reel,54,1755622589.893716,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,1414,1755622589.893758,TCP,good,0.0,0,0
non-reel,54,1755622589.897575,TCP,good,0.0,0,0
non-reel,54,1755622589.899249,TCP,good,0.0,0,0
non-reel,54,1755622589.899249,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,1414,1755622589.89929,TCP,good,0.0,0,0
non-reel,54,1755622589.902869,TCP,good,0.0,0,0
non-reel,1414,1755622589.902886,TCP,good,0.0,0,0
non-reel,1414,1755622589.902886,TCP,good,0.0,0,0
non-reel,1414,1755622589.902886,TCP,good,0.0,0,0
non-reel,1414,1755622589.902886,TCP,good,0.0,0,0
non-reel,54,1755622589.904989,TCP,good,0.0,0,0
non-reel,54,1755622589.904989,TCP,good,0.0,0,0
non-reel,1414,1755622589.905033,TCP,good,0.0,0,0
non-reel,1414,1755622589.905033,TCP,good,0.0,0,0
non-reel,1414,1755622589.905033,TCP,good,0.0,0,0
non-reel,1414,1755622589.905033,TCP,good,0.0,0,0
non-reel,1414,1755622589.905033,TCP,good,0.0,0,0
non-reel,1414,1755622589.905033,TCP,good,0.0,0,0
non-reel,1414,1755622589.905033,TCP,good,0.0,0,0
non-reel,1414,1755622589.905033,TCP,good,0.0,0,0
non-reel,54,1755622589.911582,TCP,good,0.0,0,0
non-reel,54,1755622589.911582,TCP,good,0.0,0,0
non-reel,1414,1755622589.911621,TCP,good,0.0,0,0
non-reel,1414,1755622589.911621,TCP,good,0.0,0,0
non-reel,1414,1755622589.911621,TCP,good,0.0,0,0
non-reel,1414,1755622589.911621,TCP,good,0.0,0,0
non-reel,1414,1755622589.911621,TCP,good,0.0,0,0
non-reel,1414,1755622589.911621,TCP,good,0.0,0,0
non-reel,1414,1755622589.911621,TCP,good,0.0,0,0
non-reel,1414,1755622589.911621,TCP,good,0.0,0,0
non-reel,54,1755622589.914156,TCP,good,0.0,0,0
non-reel,54,1755622589.914156,TCP,good,0.0,0,0
non-reel,1414,1755622589.914186,TCP,good,0.0,0,0
non-reel,1414,1755622589.914186,TCP,good,0.0,0,0
non-reel,1414,1755622589.914186,TCP,good,0.0,0,0
non-reel,1414,1755622589.914186,TCP,good,0.0,0,0
non-reel,1414,1755622589.914186,TCP,good,0.0,0,0
non-reel,1414,1755622589.914186,TCP,good,0.0,0,0
non-reel,1414,1755622589.914186,TCP,good,0.0,0,0
non-reel,1414,1755622589.914186,TCP,good,0.0,0,0
non-reel,54,1755622589.921887,TCP,good,0.0,0,0
non-reel,1414,1755622589.922038,TCP,good,0.0,0,0
non-reel,1414,1755622589.922038,TCP,good,0.0,0,0
non-reel,1414,1755622589.922038,TCP,good,0.0,0,0
non-reel,1414,1755622589.922038,TCP,good,0.0,0,0
non-reel,1414,1755622589.922038,TCP,good,0.0,0,0
non-reel,1414,1755622589.922038,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,54,1755622589.976804,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,1414,1755622589.976918,TCP,good,0.0,0,0
non-reel,54,1755622589.985619,TCP,good,0.0,0,0
non-reel,54,1755622589.985619,TCP,good,0.0,0,0
non-reel,54,1755622589.985619,TCP,good,0.0,0,0
non-reel,54,1755622589.985619,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,1414,1755622589.985673,TCP,good,0.0,0,0
non-reel,630,1755622589.985673,TCP,good,0.0,0,0
non-reel,54,1755622589.98573,TCP,good,0.0,0,0
non-reel,54,1755622589.98573,TCP,good,0.0,0,0
non-reel,54,1755622589.994343,TCP,good,0.0,0,0
non-reel,54,1755622589.994343,TCP,good,0.0,0,0
non-reel,54,1755622589.994343,TCP,good,0.0,0,0
non-reel,54,1755622589.994343,TCP,good,0.0,0,0
non-reel,54,1755622590.002426,TCP,good,0.0,0,0
non-reel,54,1755622590.00473,TCP,good,0.0,0,0
non-reel,66,1755622590.04767,TCP,good,0.0,0,0
non-reel,66,1755622590.04767,TCP,good,0.0,0,0
non-reel,66,1755622590.050378,TCP,good,0.0,0,0
non-reel,66,1755622590.050378,TCP,good,0.0,0,0
non-reel,66,1755622590.050378,TCP,good,0.0,0,0
non-reel,66,1755622590.050378,TCP,good,0.0,0,0
non-reel,66,1755622590.050378,TCP,good,0.0,0,0
non-reel,1414,1755622590.050416,TCP,good,0.0,0,0
non-reel,1414,1755622590.050441,TCP,good,0.0,0,0
non-reel,1414,1755622590.050441,TCP,good,0.0,0,0
non-reel,249,1755622590.050441,TCP,good,0.0,0,0
non-reel,1414,1755622590.050459,TCP,good,0.0,0,0
non-reel,1414,1755622590.050459,TCP,good,0.0,0,0
non-reel,1219,1755622590.050459,TCP,good,0.0,0,0
non-reel,66,1755622590.052201,TCP,good,0.0,0,0
non-reel,66,1755622590.052201,TCP,good,0.0,0,0
non-reel,66,1755622590.052228,TCP,good,0.0,0,0
non-reel,66,1755622590.052228,TCP,good,0.0,0,0
non-reel,66,1755622590.05472,TCP,good,0.0,0,0
non-reel,66,1755622590.05472,TCP,good,0.0,0,0
non-reel,66,1755622590.05472,TCP,good,0.0,0,0
non-reel,66,1755622590.057234,TCP,good,0.0,0,0
non-reel,66,1755622590.057234,TCP,good,0.0,0,0
non-reel,66,1755622590.057234,TCP,good,0.0,0,0
non-reel,66,1755622590.057234,TCP,good,0.0,0,0
non-reel,66,1755622590.061495,TCP,good,0.0,0,0
non-reel,66,1755622590.061495,TCP,good,0.0,0,0
non-reel,54,1755622590.064248,TCP,good,0.0,0,0
non-reel,54,1755622590.064248,TCP,good,0.0,0,0
non-reel,54,1755622590.064248,TCP,good,0.0,0,0
non-reel,54,1755622590.066855,TCP,good,0.0,0,0
non-reel,54,1755622590.066855,TCP,good,0.0,0,0
non-reel,54,1755622590.0687,TCP,good,0.0,0,0
non-reel,54,1755622590.07209,TCP,good,0.0,0,0
non-reel,54,1755622590.07209,TCP,good,0.0,0,0
non-reel,54,1755622590.074945,TCP,good,0.0,0,0
non-reel,54,1755622590.077674,TCP,good,0.0,0,0
non-reel,54,1755622590.107046,TCP,good,0.0,0,0
non-reel,54,1755622590.108366,TCP,good,0.0,0,0
non-reel,54,1755622590.108366,TCP,good,0.0,0,0
non-reel,54,1755622590.116783,TCP,good,0.0,0,0
non-reel,54,1755622590.117934,TCP,good,0.0,0,0
non-reel,54,1755622590.117934,TCP,good,0.0,0,0
non-reel,54,1755622590.117934,TCP,good,0.0,0,0
non-reel,54,1755622590.121789,TCP,good,0.0,0,0
non-reel,54,1755622590.121789,TCP,good,0.0,0,0
non-reel,54,1755622590.121789,TCP,good,0.0,0,0
non-reel,54,1755622590.121789,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.147322,TCP,good,0.0,0,0
non-reel,54,1755622590.151618,TCP,good,0.0,0,0
non-reel,54,1755622590.151618,TCP,good,0.0,0,0
non-reel,54,1755622590.152748,TCP,good,0.0,0,0
non-reel,54,1755622590.152748,TCP,good,0.0,0,0
non-reel,54,1755622590.162599,TCP,good,0.0,0,0
non-reel,54,1755622590.162599,TCP,good,0.0,0,0
non-reel,54,1755622590.162599,TCP,good,0.0,0,0
non-reel,54,1755622590.162599,TCP,good,0.0,0,0
non-reel,54,1755622590.162599,TCP,good,0.0,0,0
non-reel,66,1755622590.188371,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,1414,1755622590.188434,TCP,good,0.0,0,0
non-reel,66,1755622590.191185,TCP,good,0.0,0,0
non-reel,66,1755622590.191185,TCP,good,0.0,0,0
non-reel,66,1755622590.191185,TCP,good,0.0,0,0
non-reel,66,1755622590.191185,TCP,good,0.0,0,0
non-reel,66,1755622590.191229,TCP,good,0.0,0,0
non-reel,66,1755622590.191229,TCP,good,0.0,0,0
non-reel,66,1755622590.191229,TCP,good,0.0,0,0
non-reel,66,1755622590.191229,TCP,good,0.0,0,0
non-reel,66,1755622590.197492,TCP,good,0.0,0,0
non-reel,66,1755622590.197492,TCP,good,0.0,0,0
non-reel,66,1755622590.199551,TCP,good,0.0,0,0
non-reel,66,1755622590.199551,TCP,good,0.0,0,0
non-reel,66,1755622590.199551,TCP,good,0.0,0,0
non-reel,66,1755622590.202216,TCP,good,0.0,0,0
non-reel,66,1755622590.20401,TCP,good,0.0,0,0
non-reel,66,1755622590.20401,TCP,good,0.0,0,0
non-reel,66,1755622590.20401,TCP,good,0.0,0,0
non-reel,66,1755622590.20401,TCP,good,0.0,0,0
non-reel,66,1755622590.20401,TCP,good,0.0,0,0
non-reel,66,1755622590.2068,TCP,good,0.0,0,0
non-reel,66,1755622590.2068,TCP,good,0.0,0,0
non-reel,66,1755622590.2068,TCP,good,0.0,0,0
non-reel,66,1755622590.212438,TCP,good,0.0,0,0
non-reel,66,1755622590.212438,TCP,good,0.0,0,0
non-reel,66,1755622590.212438,TCP,good,0.0,0,0
non-reel,66,1755622590.212438,TCP,good,0.0,0,0
non-reel,66,1755622590.212438,TCP,good,0.0,0,0
non-reel,66,1755622590.212438,TCP,good,0.0,0,0
non-reel,66,1755622590.212438,TCP,good,0.0,0,0
non-reel,66,1755622590.212438,TCP,good,0.0,0,0
non-reel,66,1755622590.212493,TCP,good,0.0,0,0
non-reel,66,1755622590.212493,TCP,good,0.0,0,0
non-reel,66,1755622590.212493,TCP,good,0.0,0,0
non-reel,66,1755622590.212493,TCP,good,0.0,0,0
non-reel,66,1755622590.212669,TCP,good,0.0,0,0
non-reel,66,1755622590.213848,TCP,good,0.0,0,0
non-reel,66,1755622590.215778,TCP,good,0.0,0,0
non-reel,66,1755622590.218544,TCP,good,0.0,0,0
non-reel,66,1755622590.221808,TCP,good,0.0,0,0
non-reel,66,1755622590.221808,TCP,good,0.0,0,0
non-reel,66,1755622590.221808,TCP,good,0.0,0,0
non-reel,66,1755622590.222851,TCP,good,0.0,0,0
non-reel,66,1755622590.222851,TCP,good,0.0,0,0
non-reel,66,1755622590.2311,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233603,TCP,good,0.0,0,0
non-reel,66,1755622590.233645,TCP,good,0.0,0,0
non-reel,66,1755622590.233645,TCP,good,0.0,0,0
non-reel,66,1755622590.233645,TCP,good,0.0,0,0
non-reel,66,1755622590.2417,TCP,good,0.0,0,0
non-reel,66,1755622590.24437,TCP,good,0.0,0,0
non-reel,66,1755622590.24437,TCP,good,0.0,0,0
non-reel,66,1755622590.24437,TCP,good,0.0,0,0
non-reel,66,1755622590.24437,TCP,good,0.0,0,0
non-reel,66,1755622590.24647,TCP,good,0.0,0,0
non-reel,66,1755622590.248421,TCP,good,0.0,0,0
non-reel,66,1755622590.248421,TCP,good,0.0,0,0
non-reel,66,1755622590.248421,TCP,good,0.0,0,0
non-reel,66,1755622590.248421,TCP,good,0.0,0,0
non-reel,66,1755622590.248421,TCP,good,0.0,0,0
non-reel,54,1755622590.250047,TCP,good,0.0,0,0
non-reel,54,1755622590.250047,TCP,good,0.0,0,0
non-reel,54,1755622590.252368,TCP,good,0.0,0,0
non-reel,54,1755622590.252368,TCP,good,0.0,0,0
non-reel,54,1755622590.252368,TCP,good,0.0,0,0
non-reel,54,1755622590.252368,TCP,good,0.0,0,0
non-reel,54,1755622590.252368,TCP,good,0.0,0,0
non-reel,54,1755622590.261196,TCP,good,0.0,0,0
non-reel,54,1755622590.263282,TCP,good,0.0,0,0
non-reel,54,1755622590.263282,TCP,good,0.0,0,0
non-reel,54,1755622590.263282,TCP,good,0.0,0,0
non-reel,54,1755622590.266632,TCP,good,0.0,0,0
non-reel,54,1755622590.266632,TCP,good,0.0,0,0
non-reel,54,1755622590.268842,TCP,good,0.0,0,0
non-reel,54,1755622590.273163,TCP,good,0.0,0,0
non-reel,54,1755622590.273163,TCP,good,0.0,0,0
non-reel,54,1755622590.287323,TCP,good,0.0,0,0
non-reel,54,1755622590.290048,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,66,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,54,1755622590.34166,TCP,good,0.0,0,0
non-reel,1414,1755622590.341743,TCP,good,0.0,0,0
non-reel,1414,1755622590.341743,TCP,good,0.0,0,0
non-reel,1414,1755622590.341743,TCP,good,0.0,0,0
non-reel,1414,1755622590.341743,TCP,good,0.0,0,0
non-reel,1414,1755622590.341743,TCP,good,0.0,0,0
non-reel,54,1755622590.343292,TCP,good,0.0,0,0
non-reel,54,1755622590.343292,TCP,good,0.0,0,0
non-reel,54,1755622590.343292,TCP,good,0.0,0,0
non-reel,54,1755622590.343323,TCP,good,0.0,0,0
non-reel,54,1755622590.35237,TCP,good,0.0,0,0
non-reel,54,1755622590.355131,TCP,good,0.0,0,0
non-reel,54,1755622590.355131,TCP,good,0.0,0,0
non-reel,66,1755622590.355131,TCP,good,0.0,0,0
non-reel,66,1755622590.355131,TCP,good,0.0,0,0
non-reel,66,1755622590.355131,TCP,good,0.0,0,0
non-reel,66,1755622590.355131,TCP,good,0.0,0,0
non-reel,66,1755622590.355131,TCP,good,0.0,0,0
non-reel,66,1755622590.361902,TCP,good,0.0,0,0
non-reel,66,1755622590.361902,TCP,good,0.0,0,0
non-reel,474,1755622590.369305,TCP,good,0.0,0,0
non-reel,504,1755622590.372075,UDP,good,1.0,0,0
non-reel,54,1755622590.411774,TCP,good,0.0,0,0
non-reel,90,1755622590.438356,UDP,good,1.0,0,0
non-reel,66,1755622590.463374,TCP,good,0.0,0,0
non-reel,66,1755622590.463374,TCP,good,0.0,0,0
non-reel,66,1755622590.465361,TCP,good,0.0,0,0
non-reel,66,1755622590.469057,TCP,good,0.0,0,0
non-reel,66,1755622590.469057,TCP,good,0.0,0,0
non-reel,66,1755622590.469057,TCP,good,0.0,0,0
non-reel,66,1755622590.469057,TCP,good,0.0,0,0
non-reel,66,1755622590.469057,TCP,good,0.0,0,0
non-reel,66,1755622590.469057,TCP,good,0.0,0,0
non-reel,94,1755622590.475317,UDP,good,1.0,0,0
non-reel,1288,1755622590.501794,UDP,good,1.0,0,0
non-reel,184,1755622590.501794,UDP,good,1.0,0,0
non-reel,97,1755622590.502079,UDP,good,1.0,0,0
non-reel,87,1755622590.505316,UDP,good,1.0,0,0
non-reel,220,1755622590.505316,UDP,good,1.0,0,0
non-reel,93,1755622590.50556,UDP,good,1.0,0,0
non-reel,86,1755622590.557302,UDP,good,1.0,0,0
non-reel,66,1755622590.612111,TCP,good,0.0,0,0
non-reel,66,1755622590.619681,TCP,good,0.0,0,0
non-reel,66,1755622590.619681,TCP,good,0.0,0,0
non-reel,66,1755622590.622939,TCP,good,0.0,0,0
non-reel,509,1755622590.657793,UDP,good,1.0,0,0
non-reel,90,1755622590.752919,UDP,good,1.0,0,0
non-reel,94,1755622590.786134,UDP,good,1.0,0,0
non-reel,927,1755622590.806657,UDP,good,1.0,0,0
non-reel,87,1755622590.806657,UDP,good,1.0,0,0
non-reel,110,1755622590.806657,UDP,good,1.0,0,0
non-reel,97,1755622590.806968,UDP,good,1.0,0,0
non-reel,94,1755622590.832321,UDP,good,1.0,0,0
non-reel,513,1755622590.836168,UDP,good,1.0,0,0
non-reel,85,1755622590.853932,UDP,good,1.0,0,0
non-reel,90,1755622590.902676,UDP,good,1.0,0,0
non-reel,94,1755622590.940092,UDP,good,1.0,0,0
non-reel,1288,1755622590.99527,UDP,good,1.0,0,0
non-reel,208,1755622590.99527,UDP,good,1.0,0,0
non-reel,188,1755622590.99527,UDP,good,1.0,0,0
non-reel,98,1755622590.995585,UDP,good,1.0,0,0
non-reel,95,1755622591.034395,UDP,good,1.0,0,0
non-reel,520,1755622591.054953,UDP,good,1.0,0,0
non-reel,86,1755622591.079291,UDP,good,1.0,0,0
non-reel,87,1755622591.097779,UDP,good,1.0,0,0
non-reel,96,1755622591.098026,UDP,good,1.0,0,0
non-reel,55,1755622591.128458,TCP,good,0.0,0,0
non-reel,90,1755622591.134072,UDP,good,1.0,0,0
non-reel,66,1755622591.155394,TCP,good,0.0,0,0
non-reel,95,1755622591.15944,UDP,good,1.0,0,0
non-reel,1288,1755622591.20324,UDP,good,1.0,0,0
non-reel,174,1755622591.205664,UDP,good,1.0,0,0
non-reel,329,1755622591.205664,UDP,good,1.0,0,0
non-reel,98,1755622591.205844,UDP,good,1.0,0,0
non-reel,95,1755622591.237799,UDP,good,1.0,0,0
non-reel,526,1755622591.240579,UDP,good,1.0,0,0
non-reel,86,1755622591.259321,UDP,good,1.0,0,0
non-reel,90,1755622591.294131,UDP,good,1.0,0,0
non-reel,95,1755622591.332795,UDP,good,1.0,0,0
non-reel,304,1755622591.357184,UDP,good,1.0,0,0
non-reel,1288,1755622591.357331,UDP,good,1.0,0,0
non-reel,187,1755622591.357331,UDP,good,1.0,0,0
non-reel,98,1755622591.357607,UDP,good,1.0,0,0
non-reel,258,1755622591.363925,UDP,good,1.0,0,0
non-reel,90,1755622591.394392,UDP,good,1.0,0,0
non-reel,94,1755622591.394809,UDP,good,1.0,0,0
non-reel,530,1755622591.544171,UDP,good,1.0,0,0
non-reel,1288,1755622591.547004,UDP,good,1.0,0,0
non-reel,182,1755622591.547004,UDP,good,1.0,0,0
non-reel,87,1755622591.547004,UDP,good,1.0,0,0
non-reel,198,1755622591.547004,UDP,good,1.0,0,0
non-reel,98,1755622591.547227,UDP,good,1.0,0,0
non-reel,94,1755622591.547274,UDP,good,1.0,0,0
non-reel,1288,1755622591.561328,UDP,good,1.0,0,0
non-reel,96,1755622591.561531,UDP,good,1.0,0,0
non-reel,90,1755622591.573533,UDP,good,1.0,0,0
non-reel,96,1755622591.573815,UDP,good,1.0,0,0
non-reel,1183,1755622591.695004,UDP,good,1.0,0,0
non-reel,309,1755622591.695004,UDP,good,1.0,0,0
non-reel,100,1755622591.695363,UDP,good,1.0,0,0
non-reel,96,1755622591.695453,UDP,good,1.0,0,0
